Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2014, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2014,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2014,2.69,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2015,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2015, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2015,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2015, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2015,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2015,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2015,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2015,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2015,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2015,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2015,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2015,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2015, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2015, NA,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2016,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2016, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2016,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2016, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2016,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2016,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2016,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2016,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2016,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2016, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2016,0,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2016, NA,IPFM - Intimate partner or family member
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,Count,2016,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,All,CTS,"Rate per  100,000 population",2016,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,Count,2016,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Male,CTS,"Rate per  100,000 population",2016, NA,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2016,0,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,"Rate per  100,000 population",2016, NA,IP - Intimate partner
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,NSO,Count,2017,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,NSO,"Rate per  100,000 population",2017, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,NSO,Count,2017,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,NSO,"Rate per  100,000 population",2017, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),NSO,Count,2017,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2017,2.65,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,NSO,Count,2018,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,NSO,"Rate per  100,000 population",2018, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,NSO,Count,2018,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,NSO,"Rate per  100,000 population",2018, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),NSO,Count,2018,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),NSO,"Rate per  100,000 population",2018,2.64,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,Count,2019,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2019, NA,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,Count,2019,1,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2019,2.63,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,Count,2019,0,
Europe,Western Europe,Liechtenstein,LIE,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2019, NA,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1990,180,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1990,4.87,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1991,214,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1991,5.79,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1992,266,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1992,7.21,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1993,416,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1993,11.33,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1993,,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1993,5.17,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1993,315,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1993,18.22,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1994,465,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1994,12.74,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1994,122,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1994,6.36,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1994,342,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1994,19.89,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1995,502,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1995,13.84,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1995,152,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1995,7.96,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1995,349,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1995,20.44,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1996,405,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1996,11.24,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1996,116,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1996,6.11,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1996,288,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1996,17.01,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1997,391,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1997,10.92,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1997,115,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1997,6.07,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1997,275,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1997,16.39,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1998,311,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1998,8.75,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1998,91,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1998,4.84,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1998,219,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1998,13.16,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,1999,309,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",1999,8.76,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,1999,91,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",1999,4.88,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,1999,217,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",1999,13.15,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2000,370,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2000,10.57,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,2000,101,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2000,5.47,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,2000,268,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2000,16.36,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2001,353,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2001,10.16,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,2001,89,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2001,4.82,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,2001,263,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2001,16.25,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,Count,2002,293,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),UNSDC,"Rate per  100,000 population",2002,8.51,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,2002,69,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2002,3.79,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,2002,223,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2002,13.89,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,Count,2003,103,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2003,5.68,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,Count,2003,240,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2003,15.11,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,Count,2004,130,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2004,7.19,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,Count,2004,213,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2004,13.54,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,Count,2004,343,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2004,10.14,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,Count,2005,,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2005,5.58,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,Count,2005,272,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2005,17.51,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,Count,2005,372,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2005,11.12,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,Count,2006,75,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2006,4.23,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,Count,2006,213,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2006,13.91,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,Count,2006,288,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2006,8.72,
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2006,66,IPFM - Intimate partner or family member
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2006,2,IPFM - Intimate partner or family member
Europe,Northern Europe,Lithuania,LTU,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2006,32,IPFM - Intimate partner or family member
